,peak_id,peak_name,pk_name_2,location,height_m,himal,region,open,unlisted,trekking,restrict,country_host,country_status,year,season,expid,summiter_country,summiters
434,THRK,Tharke Kang,Tharke Khang,Khumbu Himal (S of Nup La on Tibetan border),6710,Khumbu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014,Nepal & China,Climbed,2017,Autumn,THRK17301,"USA, Nepal","Garrett Madison, Kristin Bennett, Lisa Thompson, Ang Phurba Sherpa, Lhakpa Dendi Sherpa, Pasang Dawa Sherpa, Tashi Sherpa"
435,THUL,Thulagi,Mansiri Himal,Manaslu Himal (SW of Manaslu),7059,Manaslu/Mansiri,Manaslu-Ganesh,True,False,False,Opened in 2003,Nepal only,Climbed,2015,Autumn,THUL15301,Russia,"Alexander Gukov, Ivan Dozhdev, Ruslan Kirichenko, Valeri Shamalo"
436,TILI,Tilicho,Tilitso,Annapurna-Nilgiri Himal (N of Annapurna I),7134,Annapurna,Annapurna-Damodar-Peri,True,False,False,,Nepal only,Climbed,1978,Autumn,TILI78301,France,Emmanuel Schmutz
437,TILJ,Tilje,,Peri Himal (SE of Gyajikang),6530,Peri,Annapurna-Damodar-Peri,True,False,False,Opened in 2002,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
438,TILK,Til Kang,,Nalakankar Himal (on W Nepal/Tibetan border),6369,Nalakankar/Chandi/Changla,Kanjiroba-Far West,True,False,False,Opened in 2003,Nepal & China,Climbed,2018,Autumn,TILK18301,UK,"Ed Douglas, Bruce Normand"
439,TKPO,Tengkangpoche,Thyangmoche,Rolwaling Himal (W of Kwangde),6482,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2001,Nepal only,Climbed,1984,Autumn,TKPO84301,"UK, USA","Trevor Pilling, Andy Zimet"
440,TKRE,Takargo East,"Thakar Go East, Dragker-go East",Rolwaling Himal (ESE of Takargo),6152,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2014,Nepal only,Climbed,2015,Autumn,TKRE15301,Nepal,"Dawa Gyalje Sherpa, Nima Tenji Sherpa, Tashi Sherpa"
441,TKRG,Takargo,Dragker-go,Rolwaling Himal (E of Chobutse),6771,Rolwaling,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2003,Nepal only,Climbed,2010,Spring,TKRG10101,USA,"David Gottlieb, Joseph Puryear"
442,TLNG,Talung,,Simhalila Himal (S of Kangchenjunga on Indian border),7349,Kangchenjunga/Simhalila,Kangchenjunga-Janak,True,False,False,Opened in 2002,Nepal & India,Climbed,1964,Spring,TLNG64101,"W Germany, Nepal","Franz Lindner, Tenzing Nanda Sherpa"
443,TOBS,Tobsar,Tabsar,Shringi Himal (ENE of Chamar),6065,Ganesh/Shringi,Manaslu-Ganesh,True,False,False,Opened in 2002,Nepal only,Climbed,2017,Autumn,TOBS17301,Nepal,"Narendra Shahi, Iman Gurung, Samir Gurung"
444,TONG,Tongu,,Mukut Himal (N of Hongde in Hidden Valley),6187,Mukut/Mustang,Dhaulagiri-Mukut,False,True,False,,Nepal only,Climbed,1959,Autumn,TONG59301,USA,"John Humphreys, Fred Dunn, John Noxon"
445,TRIA,Triangle Peak,,Jugal Himal (NNW of Dome Blanc on Tibetan border),6484,Jugal,Langtang-Jugal,False,True,False,,Nepal & China,Climbed,2013,Autumn,TRIA13301,France,"Sebastien Moatti, Max Bonniot"
446,TRIP,Tripura Hiunchuli,"Tripura Thumba, Hanging Glacier Peak",Kanjiroba Himal (SE of Kanjiroba),6553,Kanjiroba,Kanjiroba-Far West,True,False,False,,Nepal only,Climbed,1986,Autumn,TRIP86301,"Japan, Nepal","Noriyuki Hata, Katashi Tokimoto, Ang Phuri Sherpa"
447,TSAR,Tsartse,,Mukut Himal (N of Dhampus Peak),6343,Mukut/Mustang,Dhaulagiri-Mukut,True,False,False,Opened in 2002,Nepal only,Climbed,2018,Autumn,TSAR18301,"Japan, Nepal","Kouki Ikeda, Daisuke Simozuru, Yujiro Suga, Asahi Takeshita, Dendi Sherpa, Ngima Sherpa, Pemba Sherpa, Tenjin Sherpa, Bir Kaji Tamang"
448,TSIS,Tsisima,"Chijima, MDM Peak",Janak Himal (WSW of Janak Chuli),6196,Janak/Ohmi Kangri,Kangchenjunga-Janak,False,True,False,,Nepal only,Climbed,1963,Spring,TSIS63101,"Japan, Nepal","Motohiko Kogo, Kunga Norbu"
449,TSKP,Tso Karpo,,"Kanjiroba Himal (E of Kanjiroba, W of Tso Karpo Kang)",6518,Kanjiroba,Kanjiroba-Far West,True,False,False,Opened in 2002,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
450,TSOK,Tso Karpo Kang,Tso Karpo Khang,Kanjiroba Himal (E of Kanjiroba),6556,Kanjiroba,Kanjiroba-Far West,True,False,False,Opened in 2002,Nepal only,Climbed,1971,Autumn,TSOK71301,Japan,"Shoji Miyoshi, Koji Mizutani"
451,TSUR,Tsaurabong Peak,"Chara Ban Peak, White Peak",Dhaulagiri Himal (SSE of Dhaulagiri V),6395,Dhaulagiri,Dhaulagiri-Mukut,False,True,False,,Nepal only,Climbed,1974,Spring,TSUR74101,"Japan, Nepal","Genzaburo Yamasaki, Sherpas (?)"
452,TUKU,Tukuche,,Dhaulagiri Himal (NE of Dhaulagiri I),6920,Dhaulagiri,Dhaulagiri-Mukut,True,False,False,,Nepal only,Climbed,1970,Spring,TUKU70101,Japan,"Hirosuke Kikuchi, Eiho Otani, Takao Yonemoto"
453,TUTS,Tutse,"Peak 6, Nephu",Makalu Himal (SE of Makalu),6758,Makalu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2003,Nepal only,Unclimbed,0,Unknown,,,Unclimbed?
454,URKM,Urkinmang,Buddha,Jugal Himal (W of Dorje Lhakpa),6143,Jugal,Langtang-Jugal,True,False,False,,Nepal only,Climbed,1964,Spring,URKM64101,"Japan, Nepal","Akira Ban, Kazuhisa Jokei, Tesuya Kiyohara, Mingma Tshering Sherpa"
455,URMA,Urkema,"Baden Powell Scout Peak, Urgyenma",Langtang Himal (W of Ganja La),5890,Langtang,Langtang-Jugal,True,False,False,,Nepal only,Climbed,2007,Autumn,URMA07301,"Taiwan, S Korea, Singapore, Australia, Nepal",15 international scout students and 6 Sherpas
456,YAKA,Yakawa Kang,,Damodar Himal (N of Thorong La),6482,Damodar,Annapurna-Damodar-Peri,True,False,False,Opened in 2003,Nepal only,Climbed,2010,Autumn,YAKA10301,"Japan, Nepal","Hidenobu Tsuji, Dawa Norbu Sherpa, Dawa Tshering Sherpa, Tshering Tashi Sherpa"
457,YALU,Yalung Kang,Yalungkar,Kangchenjunga Himal (W summit of Kangchenjunga),8505,Kangchenjunga/Simhalila,Kangchenjunga-Janak,True,False,False,,Nepal only,Climbed,1973,Spring,YALU73101,Japan,"Yutaka Ageta, Takao Matsuda"
458,YALW,Yalung Kang West,,Kangchenjunga Himal (W summit of Yalung Kang),8077,Kangchenjunga/Simhalila,Kangchenjunga-Janak,True,False,False,Opened in 2014,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
459,YANG,Yangri,Jugal,Jugal Himal (N of Phurbi Chhyachu on Tibetan border),6535,Jugal,Langtang-Jugal,True,False,False,Opened in 2014,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed?
460,YANK,Yanme Kang,Yanme Khang,Ohmi Kangri Himal (NW of Nangamari on Tibetan border),6206,Janak/Ohmi Kangri,Kangchenjunga-Janak,True,False,False,Opened in 2003,Nepal & China,Climbed,2017,Autumn,YANK17301,France,"Gregoire Lestienne, Floriane Pugin"
461,YANS,Yansa Tsenji,"Dragpoche, Dhagpache",Langtang Himal (SW of Shalbachum on Tibetan border),6567,Langtang,Langtang-Jugal,True,False,False,Opened in 2003,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
462,YARA,Yala Chuli,Yara Chuli,Palchung Himal (SE of Changdi on Tibetan border),6236,Kanti/Palchung,Kanjiroba-Far West,True,False,False,Opened in 2014,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
463,YARW,Yarwa,,Guras Himal (NW of Nampa on Tibetan border),6644,Api/Byas Risi/Guras,Kanjiroba-Far West,True,False,False,Opened in 2014,Nepal only,Unclimbed,0,Unknown,,,Unclimbed
464,YAUP,Yaupa,,Makalu Himal (NE of Shershon village on Tibetan border),6422,Makalu,Khumbu-Rolwaling-Makalu,True,False,False,Opened in 2003,Nepal & China,Climbed,1989,Autumn,YAUP89301,"UK, USA","Andy Fanshawe, Vic Saunders, Stephen Sustad"
465,YNGS,Yangra Kangri South,"Yangra South, Ganesh I South",Ganesh Himal (NW of Ganesh III on Tibetan border),6863,Ganesh/Shringi,Manaslu-Ganesh,True,False,False,Opened in 2014,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed?
466,YOKO,Yokopahar,Nampa VIII,Guras Himal (NNE of Nampa towards Tibetan border),6423,Api/Byas Risi/Guras,Kanjiroba-Far West,True,False,False,Opened in 2002,Nepal & China,Unclimbed,0,Unknown,,,Unclimbed
467,YUBR,Yubra,,Langtang Himal (ENE of Langtang Lirung),6264,Langtang,Langtang-Jugal,False,True,False,,Nepal only,Unclimbed,0,Unknown,,,
