exp_id;peak_id;year;season;host;route1;route2;route3;route4;nation;leaders;sponsor;success1;success2;success3;success4;ascent1;ascent2;ascent3;ascent4;claimed;disputed;countries;approach;bc_date;summit_date;summit_time;summit_days;tot_days;term_date;term_reason;term_note;high_point;traverse;ski;parapente;camps;rope;tot_members;summit_members;summiter_deaths;tot_hired;summit_hired;hired_deaths;no_hired;o2_used;o2_none;o2_climb;o2_descent;o2_sleep;o2_medical;o2_taken;o2_unkwn;other_smts;campsites;accidents;achievment;agency;comrte;stdrte;primrte;primmem;primref;primid;chksum;peak_name;peak_height
AMAD10310;AMAD;2010;3;1;SW Ridge;;;;USA;Wendy Cue, Frederick Rawski;British Gurkha Officer Ama Dablam Expedition;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;;19-11-10;21-11-10;1600;2;4;23-11-10;1;;6814;FALSE;FALSE;FALSE;3;0;2;2;0;2;2;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;C1(19/11,5800m),C2(20/11,6000m),C3(21/11,6280m),Smt(21/11);Wendy Cue mild altitude sickness;;Top Himalaya Guides;TRUE;FALSE;FALSE;FALSE;FALSE;;2460187;Ama Dablam;6814
AMAD10311;AMAD;2010;3;1;N Face-N Ridge;;;;Germany;David Goettler;Ama Dablam North Side Expedition;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Japan;;13-10-10;06-11-10;;24;0;  -   -;5;Abandoned at 6500 due to dangerous snow conditions and avalanching;6500;FALSE;FALSE;FALSE;0;0;2;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Climebed Chhukung Ri (15 Oct) and Island Peak (23 Oct);BC(13/10,4700m),ABC(30/10,4850m),Biv1(05/11,5877m),Biv2(05/11,6200m),Biv3(06/11,6350m),xxx(06/11,6500m);Fatal helicopter accident during rescue of Goettler and Hiraide;;Thamserku Trekking;FALSE;FALSE;FALSE;FALSE;FALSE;;2460172;Ama Dablam;6814
AMAD10312;AMAD;2010;3;1;SW Ridge;;;;New Zealand;Marty Schmidt;Marty Schmidt Ama Dablam Expedition;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;;29-10-10;02-11-10;1300;4;5;03-11-10;1;;6814;FALSE;FALSE;FALSE;1;0;1;1;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Attempted Lhotse (LHOT-103-02);BC(29/10,4500m),Biv(31/10,6000m),Smt(02/11);;;Himalayan Guides;TRUE;FALSE;FALSE;FALSE;TRUE;LHOT10302;2460168;Ama Dablam;6814
AMAD10313;AMAD;2010;3;1;SW Ridge;;;;France;Francois Birraux;Chablais Ama Dablam Expedition;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Lukla->Namche->Deboche->Dingboche->Lobuche->Chhukung->Pangboche;23-10-10;29-10-10;;6;8;31-10-10;5;Abandoned at 6200m due to last part icy and danger of avalanches;6200;FALSE;FALSE;FALSE;2;0;3;0;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(23/10,4800m),C1(28/10,5700m),C2(29/10,6200m),xxx(29/10,6200m);Buttay illness;;Mountain Tribes Trekking;TRUE;FALSE;FALSE;FALSE;FALSE;;2460164;Ama Dablam;6814
AMAD10314;AMAD;2010;3;1;SW Ridge;;;;Iran;Ali Zarrin;Abbas Zafari Memorial Iranian Expedition to Ama Dablam;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Namche->Debuche;15-11-10;21-11-10;1440;6;9;24-11-10;1;;6814;FALSE;FALSE;FALSE;2;0;2;2;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(15/11,4600m),C1(19/11,5600m),C2(20/11,5900m),Smt(21/11);;1st Iranian ascent;Himalayan Guides;TRUE;FALSE;FALSE;FALSE;FALSE;;2460187;Ama Dablam;6814
AMAD10315;AMAD;2010;3;1;SW Ridge;;;;Spain;Rosa Real;Trango World Ama Dablam 2010;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Phakding->Namche->Lobuche->Gorakshep->Kalapattar->Dingboche->Island Pk;01-11-10;08-11-10;1330;7;13;14-11-10;1;;6814;FALSE;FALSE;FALSE;2;0;5;2;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Climbed Island Peak (Fresnada, Parga and Real);BC(01/11,4530m),C1(05/11,5500m),C2(06/11,6000m),Smt(08/11);;;Prestige Adventure;TRUE;FALSE;FALSE;FALSE;FALSE;;2460174;Ama Dablam;6814
AMAD10316;AMAD;2010;3;1;SW Ridge;;;;USA;Fabrizio Zangrilli;Field Touring Alpine Ama Dablam Expedition 2010;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Denmark, Netherlands, New Zealand, Sweden;;11-11-10;26-11-10;1200;15;17;28-11-10;1;;6814;FALSE;FALSE;FALSE;2;0;7;4;0;1;1;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Island Peak;BC(11/11,4800m),C1(17/11,5800m),C2(25/11,6100m),Smt(26/11);;;Su-Swagatam Treks;TRUE;FALSE;FALSE;FALSE;FALSE;;2460192;Ama Dablam;6814
AMAD10317;AMAD;2010;3;1;SW Ridge;;;;Belgium;Damien Francois;Junglee Biralo Ama Dablam Expedition;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;;10-11-10;18-11-10;;8;11;21-11-10;5;Abandoned at 6500m due to difficult ice conditions;6500;FALSE;FALSE;FALSE;3;0;1;0;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(10/11,4600m),C1(15/11,5700m),C2(16/11,6000m),C3(17/11,6400m),xxx(18/11,6500m);;;Himalayan Human Adventure;TRUE;FALSE;FALSE;FALSE;FALSE;;2460184;Ama Dablam;6814
AMAD10318;AMAD;2010;3;1;SW Ridge;;;;Spain;Miguel Angel Vidal Gonzalez;An independent on Ama Dablam;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Phakding->Namche->Lobuche->Gorakshep->Kalapattar->Dingboche->Island Pk;06-11-10;09-11-10;1000;3;5;11-11-10;1;;6814;FALSE;FALSE;FALSE;1;0;1;1;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(06/11,4530m),C1(07/11,5500m),C2.7(08/11,6200m),Smt(09/11);;;Prestige Adventure;TRUE;FALSE;FALSE;FALSE;FALSE;;2460175;Ama Dablam;6814
AMAD10319;AMAD;2010;3;1;SW Ridge;;;;USA;Mike Pelchat;2010 Ama Dablam Expedition;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Lukla->Mingbo->Khumjung->Pangboche;23-10-10;03-11-10;0930;11;12;04-11-10;1;;6814;FALSE;FALSE;FALSE;2;60;1;1;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(23/10,4490m),C1(26/10,5900m),C2(28/10,6000m),Smt(03/11);;;Sherpa High Ambitions;TRUE;FALSE;FALSE;FALSE;FALSE;;2460169;Ama Dablam;6814
AMAD10320;AMAD;2010;3;1;SW Ridge;;;;Israel;Nadav Ben Yehuda;2010 Ama Dablam Expedition;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Jiri->Junbesi->Kharikhola->Namche->Pangboche;10-11-10;16-11-10;1445;6;9;19-11-10;1;;6814;FALSE;FALSE;FALSE;3;0;1;1;0;1;1;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(10/11,4400m),C1(12/11,5800m),C2(13/11,6150m),C2.7(15/11,6420m),Smt(16/11);Ben Yehuda fell about 10m near to C2 while descending, not injured;;None;TRUE;FALSE;FALSE;FALSE;FALSE;;2460182;Ama Dablam;6814
AMAD10321;AMAD;2010;3;1;SW Ridge;;;;Norway;Haavard Gjerdset;Ama Dablam Expedition 2010;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Phakding->Namche->Tengboche->Pangboche;31-10-10;11-11-10;0930;11;14;14-11-10;1;;6814;FALSE;FALSE;FALSE;3;100;12;6;0;4;3;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(31/10,4600m),C1(04/11,5700m),C2(05/11,6000m),C3(10/11,6270m),Smt(11-12/11);Saeboe suffered from diarrhea;;Peaks of Nepal;TRUE;FALSE;FALSE;FALSE;FALSE;;2460177;Ama Dablam;6814
AMAD10322;AMAD;2010;3;1;SW Ridge;;;;Italy;Maurizio Giordani;Sosat Ama Dablam Expedition;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Phakding->Namche->Renjo La->Cho La->Kalapattar;02-11-10;06-11-10;1400;4;7;09-11-10;1;;6814;FALSE;FALSE;FALSE;1;0;10;7;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(02/11,4600m),C1(05/11,5700m),Smt(06/11);;;Barunche Treks;TRUE;FALSE;FALSE;FALSE;FALSE;;2460172;Ama Dablam;6814
AMAD10323;AMAD;2010;3;1;SW Ridge;;;;Spain;Agusti Pallares Vaque;Two Spaniards on Ama Dablam;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;;16-09-10;20-09-10;;4;6;22-09-10;4;Abandoned at 6000m due to bad weather;6000;FALSE;FALSE;FALSE;1;0;2;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(16/09,4600m),C1(19/09,5800m),C2(20/09,6000),xxx(20/09,6000m);;;Thamserku Trekking;TRUE;FALSE;FALSE;FALSE;FALSE;;2460125;Ama Dablam;6814
AMAD10324;AMAD;2010;3;1;SW Ridge;;;;New Zealand;Jamie Anderson;Ama Dablam 2010 Expedition;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Lukla->Namche->Deboche;18-10-10;02-11-10;1500;15;17;04-11-10;1;;6814;FALSE;FALSE;FALSE;2;0;1;1;0;1;1;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(18/10,4600m),C1(20/10,5100m),C2(21/10,6100m),Smt(02/11);;;Himalayan Ascent;TRUE;FALSE;FALSE;FALSE;FALSE;;2460168;Ama Dablam;6814
AMAD10325;AMAD;2010;3;1;SW Ridge;;;;Spain;Javier Zabalo Sainz;Nepalese Himalaya Expedition;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Phakding->Namche->Pheriche-> Lobuche->Gorakshep->Island Peak BC;23-10-10;03-11-10;1230;11;16;08-11-10;1;;6814;FALSE;FALSE;FALSE;2;0;2;2;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Climbed by both on 22 Oct;BC(23/10,4600m),C1(30/10,5700m),C2(02/11,6000m),Smt(03/11);;;Prestige Adventure;TRUE;FALSE;FALSE;FALSE;FALSE;;2460169;Ama Dablam;6814
AMAD10326;AMAD;2010;3;1;SW Ridge;;;;Switzerland;Joelle Brupbacher;A Swiss on Ama Dablam;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;TRUE;;;12-10-10;31-10-10;1200;19;21;02-11-10;1;;6814;FALSE;FALSE;FALSE;2;20;1;1;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(12/10,4500m),C1(14/10,5700m),C2(30/10,6100m),Smt(31/10);;;Cho Oyu Trekking;TRUE;FALSE;FALSE;FALSE;FALSE;;2460166;Ama Dablam;6814
AMAD10327;AMAD;2010;3;1;SW Ridge;;;;USA;Raymond Griffith;Ama Dablam Expedition;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Phakding->Namche->Tengboche->Dingboche;08-11-10;18-11-10;;10;13;21-11-10;7;Abandoned at 6782m due to numb left foot and losing vision in left eye;6782;FALSE;FALSE;FALSE;3;0;1;0;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(08/11,4590m),ABC(12/11,5400m),C1(13/11,5760m),C2(16/11,5940m),C3(17/11,6400m),xxx(18/11,6782m);Losing vision in left eye;;Mountain Madness;TRUE;FALSE;FALSE;FALSE;FALSE;;2460184;Ama Dablam;6814
AMAD10328;AMAD;2010;3;1;SW Ridge;;;;Iran;Maryam Saei Parsa;Ama Dablam Expedition 2010;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Phakding->Namche->Pangboche;24-10-10;05-11-10;;12;15;08-11-10;7;Abandoned at 6650m due to exhaustion;6650;FALSE;FALSE;FALSE;3;0;1;0;0;1;0;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(24/10,4500m),ABC(26/10,5500m),C1(02/11,5600m),C2(03/11,5900m),C3(05/11,6200m),xxx(5/11,6650m);;;Asian Trekking;TRUE;FALSE;FALSE;FALSE;FALSE;;2460171;Ama Dablam;6814
AMAD10329;AMAD;2010;3;1;SW Ridge;;;;Mexico;David Liano;Ama Dablam Expedition;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Phakding->Namche->Deboche->Pheriche;10-11-10;17-11-10;0830;7;8;18-11-10;1;;6814;FALSE;FALSE;FALSE;2;0;2;1;0;1;1;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(10/11,4600m),C1(15/11,5800m),C3(16/11,6200m),Smt(17/11);;;Sherpa Shangri-La Trekking;TRUE;FALSE;FALSE;FALSE;FALSE;;2460183;Ama Dablam;6814
AMAD10330;AMAD;2010;3;1;SW Ridge;;;;Australia;Christine Burke;Ama Dablam Expedition;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Lukla->Namche->Deboche;18-10-10;02-11-10;;15;17;04-11-10;10;Abandoned at 6700m due to slow progress;6700;FALSE;FALSE;FALSE;3;0;1;0;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(18/10,4600m),C1(28/10,5100m),C2(30/10,6100m),C3(01/11,6300m),xxx(02/11,6700m);;;Himalayan Ascent;TRUE;FALSE;FALSE;FALSE;FALSE;;2460168;Ama Dablam;6814
AMAD10332;AMAD;2010;3;1;SW Ridge;;;;UK;Zachary Poulton;Adventure Peaks Ama Dablam Expedition 2010;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Phakding->Namche->Tengboche->Pangboche;16-10-10;30-10-10;;14;18;03-11-10;5;Abandoned at 6740m due to no fixed line, over hanging avalanche, lots of snow;6740;FALSE;FALSE;FALSE;2;600;8;0;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(16/10,4550m),ABC(20/10,5700m),C1(21/10,5800m),C2(31/10,6100m),xxx(30/10,6740m);;;Himalayan Guides;TRUE;FALSE;FALSE;FALSE;FALSE;;2460165;Ama Dablam;6814
AMAD10401;AMAD;2010;4;1;SW Ridge;;;;S Korea;Lee Kwon-Ho;2010-11 Yeosu Ama Dablam Expedition;TRUE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Phakding->Namche->Tengboche->Pangboche;07-01-11;19-01-11;1550;12;18;25-01-11;1;;6814;FALSE;FALSE;FALSE;3;0;4;2;0;2;2;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(07/01,4500m),ABC(09/01,5500m),C1(12/01,5800m),C2(17/01,6100m),C3(18/01,6300m),Smt(19/01);;;Ang Rita Treks;TRUE;FALSE;FALSE;FALSE;FALSE;;2460291;Ama Dablam;6814
ANN310301;ANN3;2010;3;1;E Ridge;;;;UK;Nick Bullock;British Annapurna III Expedition 2010;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;;07-10-10;27-10-10;;20;33;09-11-10;4;Abandoned at 6100m due to strong winds;6100;FALSE;FALSE;FALSE;1;0;4;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(07/10,4600m),C1(25/10,5960m),xxx(27/10,6100m);;;Loben Expeditions;FALSE;FALSE;FALSE;FALSE;FALSE;;2460567;Annapurna III;7555
BARU10303;BARU;2010;3;1;SE Ridge;;;;Italy;Sergio Zigliotto;Baruntse 2010;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Lukla->Mera Peak;23-10-10;28-10-10;;5;10;02-11-10;5;Abandoned at 6450m due to difficult conditions on route and members not strong;6450;FALSE;FALSE;FALSE;1;0;8;0;0;1;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Climbed Mera Peak;BC(23/10,5400m),C1(27/10,6150m),xxx(28/10,6450m);;;Cho Oyu Trekking;FALSE;FALSE;FALSE;FALSE;FALSE;;2460703;Baruntse;7152
BARU10304;BARU;2010;3;1;SE Ridge;;;;UK;Sandy Allan;Team Ascent Mt. Baruntse Expedition 2010;TRUE;FALSE;FALSE;FALSE;111;;;;FALSE;FALSE;Canada, USA;;25-10-10;05-11-10;0800;11;13;07-11-10;1;;7152;FALSE;FALSE;FALSE;2;0;5;3;0;3;3;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;BC(25/10,5450m),C1(28/10,6100m),C2(04/11,6450m),Smt(05/11);;;Arun Treks;FALSE;FALSE;FALSE;FALSE;FALSE;;2460711;Baruntse;7152
BARU10305;BARU;2010;3;1;SE Ridge;;;;USA;Dan Mazur;SummitClimb Baruntse Expedition 2010;TRUE;FALSE;FALSE;FALSE;108-109;;;;FALSE;FALSE;Australia, Colombia, Estonia, Finland, Germany, Indonesia, Norway;Lukla->Mera Peak;26-10-10;29-10-10;1000;3;8;03-11-10;1;;7152;FALSE;FALSE;FALSE;2;700;22;8;0;11;10;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Climbed Mera Peak;BC(26/10,5450m),C1(28/10,6100m),C2(02/11,6400m),Smt(29/10,03/11);;;Everest Parivar;FALSE;FALSE;FALSE;FALSE;FALSE;;2460704;Baruntse;7152
BARU10306;BARU;2010;3;1;SE Ridge;;;;UK;Paul Fauset;Matt Poz Baruntse Expedition;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Italy;;14-10-10;20-10-10;;6;9;23-10-10;5;Abandoned at 6600m due to bad snow conditions;6600;FALSE;FALSE;FALSE;2;0;3;0;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;BC(13/10,4400m),C1(19/20,6100m),C2(20/10,6400m),xxx(20/10,6600m);;;Himalayan Glacier;FALSE;FALSE;FALSE;FALSE;FALSE;;2460695;Baruntse;7152
BARU10307;BARU;2010;3;1;SE Ridge;;;;Canada;Helen Sovdat;;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Jatrala->Hinku Valley->Mera La->Hinku;17-10-10;23-10-10;;6;10;27-10-10;5;Abandoned at 6400m due to bad snow conditions;6400;FALSE;FALSE;FALSE;2;0;4;0;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Climbed Mera Peak (all members and 2 Sherpas on 15 October);BC(17/10,5450m),C1(22/10,6100m),C2(23/10,6400m),xxx(23/10,6400m);Sovdat suffered from AMS (headache, nausea, combination of symptoms);;Kang Kora Treks;FALSE;FALSE;FALSE;FALSE;FALSE;;2460698;Baruntse;7152
BARU10308;BARU;2010;3;1;SE Ridge;;;;UK;Robin Beadle;Adventure Peaks Baruntse Expedition 2010;TRUE;FALSE;FALSE;FALSE;110;;;;FALSE;FALSE;;Lukla->Chutenga->Kote->Tangnag->Khare->Mera->Hinku Valley;23-10-10;04-11-10;1130;12;14;06-11-10;1;;7152;FALSE;FALSE;FALSE;2;400;6;3;0;2;2;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Climbed Mera Peak (south summit on 20 Oct by all members except Owen);BC(23/10,5450m),C1(27/10,6100m),C2(03/11,6450m),Smt(04/11);;Farrelly probably the youngest on Baruntse summit;Himalayan Guides;FALSE;FALSE;FALSE;FALSE;FALSE;;2460710;Baruntse;7152
BARU10309;BARU;2010;3;1;SE Ridge;;;;Iran;Mohammad Naderian;Iranian Baruntse Expedition;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Lukla->Chutenga->Thulekhola->Kote->Tangnag->Khare->Seto Pokhari;13-10-10;24-10-10;;11;17;30-10-10;10;Abandoned at 7050m due to broken serac, not possible to cross ice edge;7050;FALSE;FALSE;FALSE;2;500;11;0;0;3;0;0;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;BC(13-14/10,5450m),C1(16-17/10,6100m),C2(20-21/10,6450m),xxx(24/10,7050m);;;Prestige Adventure;FALSE;FALSE;FALSE;FALSE;FALSE;;2460699;Baruntse;7152
BHRS10301;BHRS;2010;3;1;SW Ridge;;;;France;Renaud Guillaume;French on Bhrikuti;TRUE;FALSE;FALSE;FALSE;6th;;;;FALSE;FALSE;;;29-10-10;01-11-10;;3;6;04-11-10;1;;6361;FALSE;FALSE;FALSE;0;0;3;3;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Climbed Chulu Far East on 21 Oct and Lugula (LUGU-103-01) on 2 Nov;BC(29/10,5000m),Biv1(30/10,5500m),Biv2(31/10,6070m),Smt(01/11);;;Churen Himal Treks;FALSE;FALSE;FALSE;FALSE;FALSE;;2460752;Bhrikuti Shail;6361
CHOY10324;CHOY;2010;3;2;NW side;;;;Argentina;Felipe Ribaya;Cho Oyu Expedition Autumn 2010;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Zhangmu->Nyalam->Tingri;06-09-10;15-09-10;;9;24;30-09-10;5;Abandoned at 7100m due to avalanches;7100;FALSE;FALSE;FALSE;3;0;1;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(06/09,5000m),ABC(09/09,5700m),C1(12/09,6400m),C2(15/09,7100m),xxx(15/09,7100m);;;Monterosa Treks;TRUE;TRUE;FALSE;FALSE;FALSE;;2461020;Cho Oyu;8188
CHOY10325;CHOY;2010;3;2;NW side;;;;Czech Republic;Petra Gunkova;International Cho Oyu Expedition;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;Zhangmu->Nyalam->Tingri;06-09-10;01-10-10;;25;29;05-10-10;4;Abandoned at 7600m due to bad weather;7600;FALSE;FALSE;FALSE;3;0;3;0;0;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(06/09,5000m),ABC(09/09,5700m),C1(12/09,6350m),C2(13/09,7100m),C3(01/10,7600m),xxx(01/10,7600m);;;Monterosa Treks;TRUE;TRUE;FALSE;FALSE;FALSE;;2461036;Cho Oyu;8188
CHOY10326;CHOY;2010;3;2;NW side;;;;Germany;Ragna Krueckels;Amical Alpin Cho Oyu Expedition 2010;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Austria, Italy, USA;;03-09-10;30-09-10;;27;31;04-10-10;5;Abandoned at 7600m due to avalanche danger;7600;FALSE;FALSE;FALSE;2;0;12;0;0;3;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;BC(03/09,4900m),ABC(06/09,5700m),C1(12/09,6400m),C2(17/09,7100m),xxx(30/09,7600m);;;Thamserku Trekking;TRUE;TRUE;FALSE;FALSE;FALSE;;2461035;Cho Oyu;8188
CHOY10327;CHOY;2010;3;2;SW Face;;;;Italy;Walter Nones;Cho Oyu 2010;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;;13-09-10;02-10-10;;19;22;05-10-10;6;Abandoned at 7000m due to fatal fall;7000;FALSE;FALSE;FALSE;1;0;3;0;1;0;0;0;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(13/09,4900m),ABC(16/09,5700m),C1(24/09,6300m),xxx(02/10,7000m);"Fatal fall by Nones; Nocker's edema";;Cho Oyu Trekking;FALSE;FALSE;FALSE;FALSE;FALSE;;2461037;Cho Oyu;8188
CHOY10328;CHOY;2010;3;2;NW side;;;;New Zealand;Mike Roberts;Adventure Consultants Cho Oyu 2010;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Australia, Austria, UK, USA;;05-09-10;19-09-10;;14;27;02-10-10;5;Abandoned at 7000m due to no rope fixing higher than C2;7000;FALSE;FALSE;FALSE;2;0;11;0;0;6;0;0;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;BC(05/09,4900m),ABC(08/09,5300m),C1(14/09,6400m),C1.5(18/09,6700m),C2(19/09,7000m),xxx(19/09,7000m);;;Himalayan Guides;TRUE;TRUE;FALSE;FALSE;FALSE;;2461024;Cho Oyu;8188
CHOY10329;CHOY;2010;3;2;NW side;;;;Germany;Berthold Honka;Ernst Suttner DAV-Maimz Gedaechtnise Expedition to Cho Oyu;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;;;03-09-10;28-09-10;;25;31;04-10-10;5;Abandoned at 7050m due to bad snow conditions;7050;FALSE;FALSE;FALSE;2;0;8;0;0;2;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;BC(03/09,4900m),ABC(07/09,5680m),C1(14/09,6350m),C2(28/09,7050m),xxx(28/09,7050m);;;Thamserku Trekking;TRUE;TRUE;FALSE;FALSE;FALSE;;2461033;Cho Oyu;8188
CHOY10330;CHOY;2010;3;2;NW side;;;;UK;Robert Anderson;Jagged Globe Cho Oyu Expedition 2010;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Australia, Canada, France, Slovenia, USA;;07-09-10;22-09-10;;15;24;01-10-10;5;Abandoned at 7150m due to bad snow conditions;7150;FALSE;FALSE;FALSE;3;0;18;0;0;8;0;0;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;BC(07/09,4900m),ABC(11/09,5700m),C1(17/09,6400m),C2(22/09,7150m),xxx(22/09,7150m);Two members edema;;Summit Nepal Trekking;TRUE;TRUE;FALSE;FALSE;FALSE;;2461027;Cho Oyu;8188
CHOY10331;CHOY;2010;3;2;NW side;;;;USA;Mike Hamill;International Mountain Guides (IMG) Cho Oyu Expedition 2010;FALSE;FALSE;FALSE;FALSE;;;;;FALSE;FALSE;Australia, Canada, Germany, Italy, Switzerland, UK;;29-08-10;13-09-10;;15;32;30-09-10;5;Abandoned at 7315m due to avalanching;7315;FALSE;FALSE;FALSE;2;600;14;0;0;9;0;0;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;;BC(29/08,4978m),ABC(02/09,5670m),C1(07/09,6300m),C2(12/09,7000m),xxx(13/09,7315m);;;Beyul Adventure;TRUE;TRUE;FALSE;FALSE;FALSE;;2461018;Cho Oyu;8188
